Message  | Plan: 'Plan 04' (HelloWorldCoupling.p04)
Message  | 25JUL2019 22:45:00  Hello 2D Area	Cell #	       665	 195.70	 0.0352	 2
Message  | 25JUL2019 22:46:00  Hello 2D Area	Cell #	       665	 195.73	 0.0339	 2
Message  | 25JUL2019 22:47:00  Hello 2D Area	Cell #	       665	 195.77	 0.0353	 2
Message  | 25JUL2019 22:48:00  Hello 2D Area	Cell #	       665	 195.80	 0.0330	 2
Message  | 25JUL2019 22:49:00  Hello 2D Area	Cell #	       665	 195.84	 0.0351	 2
Message  | 25JUL2019 22:50:00  Hello 2D Area	Cell #	       665	 195.87	 0.0350	 2
Message  | 25JUL2019 22:51:00  Hello 2D Area	Cell #	       665	 195.91	 0.0346	 2
Message  | 25JUL2019 22:52:00  Hello 2D Area	Cell #	       629	 195.94	 0.0668	 2
Message  | 25JUL2019 22:53:00  Hello 2D Area	Cell #	       629	 195.97	 0.0308	 2
Message  | 25JUL2019 22:54:00  Hello 2D Area	Cell #	       629	 196.00	 0.0339	 2
Message  | 25JUL2019 22:55:00  Hello 2D Area	Cell #	       665	 196.04	 0.0320	 2
Message  | 25JUL2019 22:56:00  Hello 2D Area	Cell #	       665	 196.07	 0.0307	 2
Message  | 25JUL2019 22:57:00  Hello 2D Area	Cell #	       665	 196.10	 0.0316	 2
Message  | 25JUL2019 22:58:00  Hello 2D Area	Cell #	       665	 196.13	 0.0313	 2
Message  | 25JUL2019 22:59:00  Hello 2D Area	Cell #	       665	 196.16	 0.0295	 2
Message  | 25JUL2019 23:00:00  Hello 2D Area	Cell #	       665	 196.19	 0.0296	 2
Message  | 25JUL2019 23:01:00  Hello 2D Area	Cell #	       665	 196.22	 0.0290	 2
Progress | 0.9590278
Message  | 25JUL2019 23:02:00  Hello 2D Area	Cell #	       665	 196.25	 0.0294	 2
Message  | 25JUL2019 23:03:00  Hello 2D Area	Cell #	       665	 196.28	 0.0292	 2
Message  | 25JUL2019 23:04:00  Hello 2D Area	Cell #	       665	 196.30	 0.0268	 2
Message  | 25JUL2019 23:05:00  Hello 2D Area	Cell #	       665	 196.33	 0.0280	 2
Message  | 25JUL2019 23:06:00  Hello 2D Area	Cell #	       665	 196.36	 0.0240	 2
Message  | 25JUL2019 23:07:00  Hello 2D Area	Cell #	       665	 196.38	 0.0245	 2
Message  | 25JUL2019 23:08:00  Hello 2D Area	Cell #	       665	 196.40	 0.0240	 2
Message  | 25JUL2019 23:09:00  Hello 2D Area	Cell #	       665	 196.43	 0.0240	 2
Message  | 25JUL2019 23:10:00  Hello 2D Area	Cell #	       665	 196.45	 0.0221	 2
Message  | 25JUL2019 23:11:00  Hello 2D Area	Cell #	       665	 196.47	 0.0235	 2
Message  | 25JUL2019 23:12:00  Hello 2D Area	Cell #	       665	 196.50	 0.0213	 2
Message  | 25JUL2019 23:13:00  Hello 2D Area	Cell #	       665	 196.52	 0.0233	 2
Message  | 25JUL2019 23:14:00  Hello 2D Area	Cell #	       665	 196.54	 0.0237	 2
Message  | 25JUL2019 23:15:00  Hello 2D Area	Cell #	       665	 196.56	 0.0206	 2
Message  | 25JUL2019 23:16:00  Hello 2D Area	Cell #	         0	 196.58	 0.0402	 2
Message  | 25JUL2019 23:17:00  Hello 2D Area	Cell #	         0	 196.61	 0.0245	 2
Message  | 25JUL2019 23:18:00  Hello 2D Area	Cell #	       629	 196.63	 0.0453	 2
Message  | 25JUL2019 23:19:00  Hello 2D Area	Cell #	       629	 196.65	 0.0203	 2
Message  | 25JUL2019 23:20:00  Hello 2D Area	Cell #	       665	 196.67	 0.0191	 2
Message  | 25JUL2019 23:21:00  Hello 2D Area	Cell #	       665	 196.69	 0.0200	 2
Message  | 25JUL2019 23:22:00  Hello 2D Area	Cell #	       665	 196.71	 0.0196	 2
Message  | 25JUL2019 23:23:00  Hello 2D Area	Cell #	       665	 196.72	 0.0143	 2
Message  | 25JUL2019 23:24:00  Hello 2D Area	Cell #	       592	 196.74	 0.0333	 2
Message  | 25JUL2019 23:25:00  Hello 2D Area	Cell #	       629	 196.76	 0.0187	 2
Message  | 25JUL2019 23:26:00  Hello 2D Area	Cell #	       665	 196.78	 0.0177	 2
Message  | 25JUL2019 23:27:00  Hello 2D Area	Cell #	       665	 196.79	 0.0165	 2
Message  | 25JUL2019 23:28:00  Hello 2D Area	Cell #	       665	 196.81	 0.0169	 2
Message  | 25JUL2019 23:29:00  Hello 2D Area	Cell #	       633	 196.82	 0.0308	 2
Message  | 25JUL2019 23:30:00  Hello 2D Area	Cell #	       633	 196.84	 0.0189	 2
Message  | 25JUL2019 23:31:00  Hello 2D Area	Cell #	       665	 196.85	 0.0093	 2
Progress | 0.9798611
Message  | 25JUL2019 23:32:00  Hello 2D Area	Cell #	         0	 196.86	 0.0212	 2
Message  | 25JUL2019 23:33:00  Hello 2D Area	Cell #	         0	 196.88	 0.0203	 2
Message  | 25JUL2019 23:34:00  Hello 2D Area	Cell #	       665	 196.90	 0.0166	 2
Message  | 25JUL2019 23:35:00  Hello 2D Area	Cell #	       665	 196.91	 0.0122	 2
Message  | 25JUL2019 23:36:00  Hello 2D Area	Cell #	       665	 196.92	 0.0115	 2
Message  | 25JUL2019 23:37:00  Hello 2D Area	Cell #	       665	 196.93	 0.0108	 2
Message  | 25JUL2019 23:38:00  Hello 2D Area	Cell #	       665	 196.95	 0.0126	 2
Message  | 25JUL2019 23:39:00  Hello 2D Area	Cell #	        37	 196.96	 0.0222	 2
Message  | 25JUL2019 23:40:00  Hello 2D Area	Cell #	         0	 196.97	 0.0123	 2
Message  | 25JUL2019 23:41:00  Hello 2D Area	Cell #	       665	 196.98	 0.0091	 2
Message  | 25JUL2019 23:42:00  Hello 2D Area	Cell #	       665	 196.99	 0.0064	 2
Message  | 25JUL2019 23:43:00  Hello 2D Area	Cell #	        74	 197.00	 0.0115	 2
Message  | 25JUL2019 23:44:00  Hello 2D Area	Cell #	       665	 197.01	 0.0098	 2
Message  | 25JUL2019 23:45:00  Hello 2D Area	Cell #	       665	 197.01	 0.0067	 2
Message  | 25JUL2019 23:46:00  Hello 2D Area	Cell #	        37	 197.02	 0.0124	 2
Message  | 25JUL2019 23:47:00  Hello 2D Area	Cell #	         0	 197.02	 0.0050	 2
Message  | 25JUL2019 23:48:00  Hello 2D Area	Cell #	       665	 197.03	 0.0071	 2
Message  | 25JUL2019 23:50:00  Hello 2D Area	Cell #	       665	 197.04	 0.0073	 2
Message  | 25JUL2019 23:52:00  Hello 2D Area	Cell #	       629	 197.05	 0.0056	 2
Message  | 25JUL2019 23:56:00  Hello 2D Area	Cell #	        23	 197.05	 0.0038	 2
Message  | 25JUL2019 23:57:00  Hello 2D Area	Cell #	       629	 197.05	 0.0038	 2
Message  | 25JUL2019 23:59:00  Hello 2D Area	Cell #	       555	 197.05	 0.0045	 2
Message  | 26JUL2019 00:00:00  Hello 2D Area	Cell #	       665	 197.06	 0.0063	 2
Message  | 
Message  | Writing Results to DSS
Message  |  
Progress | 1
Message  | 
Message  | Finished Unsteady Flow Simulation
Message  | 
Message  | 1D Post Process Skipped (simulation is all 2D)
Message  | 
Message  | Computations Summary
Message  | 
Message  | Computation Task	Time(hh:mm:ss)
Message  | Completing Geometry(64)	       1
Message  | Preprocessing Geometry(64)	<1
Message  | Unsteady Flow Computations(64)	      20
Message  | Complete Process	      22
